10,112836004,112837642
10,30721964,30724040
10,103985316,103986198
10,22291990,22293095
10,20104751,20106224
10,91010557,91011935
11,65149335,65150000
11,3862007,3863534
11,10562075,10563514
11,34937116,34938778
12,25403369,25404692
12,3982221,3983079
12,44152493,44153408
12,106751438,106752804
12,69753035,69754411
12,108953675,108955635
12,32907914,32909583
12,54689286,54690000
13,103248367,103249485
13,39611670,39613096
14,23938151,23939181
15,66678779,66680236
15,49169857,49170988
15,90436847,90438053
15,65133146,65134197
15,101834389,101836643
16,30968212,30969293
17,40984754,40985633
17,38573230,38574636
17,19880699,19881910
17,61524024,61525000
17,28443475,28444853
17,19266046,19266352
18,67872451,67873634
19,15530000,15530474
19,925141,926012
19,2840963,2841679
19,47776534,47778324
19,1275000,1276125
19,14682430,14683237
19,33462531,33463385
19,54975000,54976370
19,19626412,19627530
19,19496047,19496984
19,35225000,35225712
1,35658511,35659352
1,181002487,181003893
1,109825548,109826466
1,159750230,159751245
1,47902644,47903734
1,28414288,28415557
1,45476784,45478538
1,43231757,43233544
1,171750000,171751220
1,110089971,110092262
1,89457477,89459190
1,89457477,89459190
1,45476784,45478538
1,100730910,100732257
1,165599949,165600000
1,87793643,87795607
1,236767283,236768579
1,38477836,38479130
1,200589205,200590931
1,26437287,26439128
1,146643043,146644976
1,110036441,110037164
20,52825000,52825183
21,38639248,38640596
22,19710019,19711881
22,39928204,39929308
X,47420253,47421315
X,47052516,47053252
X,77150283,77151609
X,77154511,77155396
2,219151225,219152891
2,66660247,66661267
2,201752855,201754725
2,10260305,10261986
2,214148457,214149692
2,172950000,172950637
2,172950000,172950637
2,70141318,70142505
3,195808560,195809858
3,194990661,194993220
3,193853557,193854651
3,184079958,184081659
3,183601935,183603342
3,49760935,49762065
4,82392640,82393851
4,55525000,55525899
4,166033154,166034741
4,170540837,170542437
4,170540837,170542437
5,139943361,139944842
5,130506144,130506885
5,130600693,130601735
5,130506144,130506885
5,53812517,53813870
5,94982304,94983083
6,31510000,31510349
6,52150000,52150400
6,41754337,41755930
6,53409409,53410293
6,75994202,75995258
6,82956740,82958474
6,132833540,132834628
6,52150000,52150400
6,151772856,151773553
7,43622332,43624167
7,73497554,73498355
7,48018375,48019708
7,44645642,44646620
7,107383668,107385350
7,44645642,44646620
7,92860975,92862161
7,99516452,99517972
8,135725000,135726180
8,101964023,101965876
8,101161973,101163325
8,128747286,128748769
8,38033400,38034746
8,103250909,103252028
8,95835007,95836546
8,91013066,91013910
9,92221011,92222280
9,130700000,130700443
9,133587820,133588778
9,36400000,36401636
9,132404069,132405312
9,79008866,79010121
