10,70660584,70661424
10,17269428,17271215
10,103824568,103825000
10,103815522,103816342
10,46167418,46168563
10,22605185,22606063
10,15138665,15140035
10,70938950,70940237
10,93668286,93669345
11,34380538,34381390
11,10772204,10773489
11,10772204,10773489
11,77705306,77706331
11,18547816,18549397
11,17098449,17100000
12,113621982,113623954
12,109535324,109536863
12,50236082,50237202
12,123237008,123238042
13,103497743,103499259
13,110438754,110440262
14,24025000,24025702
14,21851555,21853013
14,69259594,69260685
15,45694205,45694930
15,66796941,66797925
15,43212400,43213777
15,55700000,55701004
15,74907692,74908623
15,90645225,90646161
15,49446999,49448509
15,83654326,83655586
16,84650734,84651875
16,3450525,3451630
16,67193789,67195534
16,11348456,11350000
16,2186054,2186522
16,30006171,30008088
16,50775505,50776314
16,77224320,77225000
16,10837133,10838567
17,47785113,47786329
17,41560784,41561795
17,73401289,73402509
17,73400146,73401175
17,62206728,62208205
17,61698982,61700000
17,46969509,46970643
17,14204031,14204502
18,56338068,56338927
18,3246430,3248071
18,72162819,72164540
19,38825771,38827764
19,6109537,6110000
19,47759487,47760000
19,2740000,2740304
19,44029339,44030000
19,10490516,10491704
19,41769208,41770000
19,2944592,2945454
19,1382927,1383851
19,14799905,14800000
19,49468085,49469514
19,33071449,33072348
19,16295527,16296801
19,19774184,19775000
1,19923014,19924643
1,27112676,27114957
1,112297435,112299127
1,112162281,112163429
1,234745936,234747335
1,161718929,161720085
1,153700000,153700860
1,169763470,169765569
1,45965250,45966238
1,45956448,45957497
1,47184407,47185627
1,71546359,71547233
1,86173113,86174425
1,242010816,242011887
1,226249057,226250000
1,54410929,54412224
1,45956448,45957497
1,153958685,153959992
1,85725087,85725871
1,146714065,146715789
20,30310521,30312033
20,60718131,60718835
20,45317674,45319826
20,52824234,52825000
20,52824234,52825000
20,52824234,52825000
21,35987150,35988208
22,41032473,41033519
22,30752149,30753429
X,47509672,47510000
X,129300000,129300913
X,129304705,129305425
X,77359373,77360172
X,151998960,151999993
2,85788085,85789174
2,28973822,28975000
2,220024600,220025000
2,171672890,171673916
2,171672890,171673916
2,163174431,163175000
2,172950000,172950637
3,40350457,40352218
3,48481212,48481907
3,195268932,195270721
3,194990661,194993220
3,51422102,51422876
3,183966375,183968484
3,33137913,33139111
3,51704247,51705993
3,179280254,179281389
3,58419233,58420084
4,74124173,74125000
4,140221799,140223049
4,113152209,113153814
4,83294948,83295916
4,106394189,106395541
4,106394189,106395541
5,140018491,140019578
5,32585095,32586304
5,126112072,126112870
5,137089676,137090893
5,34914853,34916274
5,96518457,96519686
6,18387505,18388975
6,42846914,42848059
6,35419268,35420494
6,137113390,137114787
6,42017900,42018787
6,116891749,116893755
6,28323561,28324465
6,139695070,139697275
6,27862059,27863416
6,136570566,136572866
6,84937426,84937900
6,139695070,139697275
6,15245308,15246722
7,30323576,30324866
7,137686131,137687439
7,92462873,92463714
7,120590050,120591736
7,45150873,45151903
7,141437758,141438919
7,140713904,140715259
8,42128400,42129825
8,42009823,42011162
8,91013066,91013910
8,80941648,80942642
8,128747286,128748769
8,80941648,80942642
9,130890000,130891147
9,130890000,130891147
9,130890000,130891147
9,101017465,101019322
9,15422215,15423171
9,130158709,130159716
9,130698903,130700000
9,4984455,4986223
9,79791362,79792852
9,130889569,130891147
9,130698903,130700000
